user_id,solve_id,effective_time_ms,has_plus2,ao5_ms,ao12_ms,baseline50_ms,std10_ms,ratio_vs_baseline,delta_vs_baseline_ms,skill_prior_ms,num_moves,solve_index,y_time_ms,y_dnf,y_plus2
2,1498,31121.0,0.0,30735.8,31736.583333333332,30269.0,4016.3327330068437,1.028147609765767,852.0,30269.0,65.0,21.0,31121,0,0
2,1575,30340.0,0.0,31561.2,31519.583333333332,30308.0,3884.79789407091,1.0010558268443974,32.0,30308.0,58.0,22.0,30340,0,0
2,1618,28657.0,0.0,32048.6,31647.75,30324.0,3614.4273251635436,0.9450270412874291,-1667.0,30324.0,58.0,23.0,28657,0,0
2,312,32392.0,0.0,30215.6,31637.5,30308.0,3333.5837639260108,1.0687607232413885,2084.0,30308.0,47.0,24.0,32392,0,0
2,2300,27758.0,0.0,30632.4,31314.083333333332,30324.0,3049.886054337841,0.9153805566547949,-2566.0,30324.0,48.0,25.0,27758,0,0
2,1007,35401.0,0.0,30053.6,30630.5,30308.0,3118.107226792847,1.1680414412036426,5093.0,30308.0,59.0,26.0,35401,0,0
2,1210,24360.0,0.0,30909.6,30662.0,30324.0,3230.649202043866,0.8033240997229917,-5964.0,30324.0,59.0,27.0,24360,0,0
2,833,29257.0,0.0,29713.6,30309.0,30308.0,3783.66076263011,0.965322687079319,-1051.0,30308.0,54.0,28.0,29257,0,0
2,73,31525.0,0.0,29833.6,30497.583333333332,30269.0,2905.368295644002,1.0414945984340414,1256.0,30269.0,64.0,29.0,31525,0,0
2,1288,32729.0,0.0,29660.2,30799.416666666668,30308.0,2943.7930954618546,1.0798798996964498,2421.0,30308.0,62.0,30.0,32729,0,0
2,2427,29170.0,0.0,30654.4,30375.0,30324.0,3054.6226171711187,0.9619443345205118,-1154.0,30324.0,57.0,31.0,29170,0,0
2,1436,31773.0,0.0,29408.2,30280.166666666668,30308.0,3062.4862974750145,1.0483370727200738,1465.0,30308.0,71.0,32.0,31773,0,0
2,646,33742.0,0.0,30890.8,30373.583333333332,30324.0,3105.1314804869558,1.1127160005276349,3418.0,30324.0,65.0,33.0,33742,0,0
2,2051,36526.0,0.0,31787.8,30592.0,30340.0,3220.0136662925997,1.2038892551087672,6186.0,30340.0,65.0,34.0,36526,0,0
2,1445,33080.0,0.0,32788.0,31107.5,30496.0,3678.3381045128394,1.0847324239244491,2584.0,30496.0,56.0,35.0,33080,0,0
2,1068,35035.0,0.0,32858.2,31476.083333333332,30652.0,3501.899295779046,1.1429923006655356,4383.0,30652.0,52.0,36.0,35035,0,0
2,595,27330.0,1.0,34031.2,31696.333333333332,30886.5,3461.2510278478467,0.8848526055072604,-3556.5,30886.5,60.0,37.0,27330,0,1
2,1815,27251.0,0.0,33142.6,31660.666666666668,30652.0,2829.3014469613836,0.8890447605376485,-3401.0,30652.0,59.0,38.0,27251,0,0
2,651,29392.0,0.0,31844.4,30981.5,30496.0,3104.442496022613,0.9637985309548793,-1104.0,30496.0,54.0,39.0,29392,0,0
2,544,34102.0,0.0,30417.6,31400.833333333332,30340.0,3198.5173926541515,1.1239947264337509,3762.0,30340.0,69.0,40.0,34102,0,0
2,1270,36697.0,1.0,30622.0,31804.583333333332,30496.0,3280.6466655896434,1.2033381427072403,6201.0,30496.0,54.0,41.0,36697,0,1
2,1148,37336.0,0.0,30954.4,32235.583333333332,30652.0,3482.713718416207,1.2180608116925487,6684.0,30652.0,71.0,42.0,37336,0,0
2,916,31090.0,0.0,32955.6,32619.5,30886.5,3786.047938007242,1.006588639049423,203.5,30886.5,59.0,44.0,31090,0,0
2,1798,34314.0,0.0,33723.4,32779.5,31090.0,3824.8033050370345,1.1036989385654552,3224.0,31090.0,64.0,45.0,34314,0,0
2,477,36469.0,0.0,34707.8,32991.25,31105.5,3644.031377167021,1.1724293131439778,5363.5,31105.5,72.0,46.0,36469,0,0
2,470,26811.0,0.0,35181.2,33218.5,31121.0,3849.2961896372117,0.8615083062883584,-4310.0,31121.0,57.0,47.0,26811,0,0
2,2131,30661.0,0.0,33204.0,32408.916666666668,31105.5,4204.94848165032,0.9857099226824838,-444.5,31105.5,58.0,48.0,30661,0,0
2,564,33745.0,0.0,31869.0,32207.333333333332,31090.0,3908.4120120012367,1.0853972338372466,2655.0,31090.0,55.0,49.0,33745,0,0
2,1164,29678.0,0.0,32400.0,32099.833333333332,31105.5,3470.5271469587697,0.9541077944414975,-1427.5,31105.5,58.0,50.0,29678,0,0
2,1663,32080.0,0.0,31472.8,32295.5,31090.0,3437.9512002871065,1.031843036346092,990.0,31090.0,58.0,52.0,32080,0,0
2,2067,31951.0,0.0,30595.0,32697.916666666668,31105.5,3431.2922233791487,1.0271816881258942,845.5,31105.5,57.0,53.0,31951,0,0
2,691,38870.0,0.0,31623.0,32911.166666666664,31323.0,3163.715862013458,1.2409411614468602,7547.0,31323.0,52.0,54.0,38870,0,0
2,1754,27327.0,0.0,33264.8,33308.5,31649.0,3452.8885315212697,0.8634396031470188,-4322.0,31649.0,63.0,55.0,27327,0,0
2,1985,30785.0,0.0,31981.2,32527.666666666668,31323.0,3817.5218023098587,0.9828241228490247,-538.0,31323.0,67.0,56.0,30785,0,0
2,979,35744.0,1.0,32202.6,31981.75,31323.0,3762.13228694107,1.1411422916068066,4421.0,31323.0,64.0,57.0,35744,0,1
2,1424,26830.0,0.0,32935.4,32369.583333333332,31649.0,3668.7938011771057,0.847736105406174,-4819.0,31649.0,48.0,58.0,26830,0,0
2,2005,36689.0,0.0,31911.2,31745.916666666668,31323.0,3665.946852072766,1.1713118155987612,5366.0,31323.0,62.0,59.0,36689,0,0
2,975,28941.0,0.0,31475.0,31764.25,31649.0,3948.56459010388,0.9144364750861007,-2708.0,31649.0,59.0,60.0,28941,0,0
2,970,29055.0,0.0,31797.8,31941.75,31323.0,4053.5180125142874,0.9275931424193085,-2268.0,31323.0,64.0,61.0,29055,0,0
2,1016,28364.0,0.0,31451.8,31807.916666666668,31105.5,4095.8504692757847,0.9118644612689074,-2741.5,31105.5,60.0,62.0,28364,0,0
2,730,32515.0,0.0,29975.8,31359.5,31105.5,4236.519803381597,1.0453135297616176,1409.5,31105.5,71.0,63.0,32515,0,0
2,1939,23781.0,0.0,31112.8,31595.916666666668,31323.0,4247.587524439935,0.7592184656642084,-7542.0,31323.0,62.0,64.0,23781,0,0
2,869,35906.0,1.0,28531.2,30904.333333333332,31105.5,4017.1632182701046,1.1543296201636366,4800.5,31105.5,56.0,65.0,35906,0,1
2,2138,36846.0,0.0,29924.2,31233.916666666668,31105.5,4289.019520175263,1.184549356223176,5740.5,31105.5,60.0,66.0,36846,0,0
2,39,27421.0,0.0,31482.4,31065.25,31105.5,4686.88563855455,0.8815482792432207,-3684.5,31105.5,69.0,67.0,27421,0,0
2,1018,31831.0,0.0,31293.8,31073.083333333332,31105.5,4580.804048781539,1.0233238494799954,725.5,31105.5,63.0,68.0,31831,0,0
2,1252,27366.0,0.0,31157.0,31160.25,31323.0,4388.207466228855,0.8736711043003543,-3957.0,31323.0,56.0,69.0,27366,0,0
2,1450,31074.0,0.0,31874.0,30462.083333333332,31323.0,4054.7918209337345,0.9920505698687865,-249.0,31323.0,51.0,70.0,31074,0,0
2,220,31500.0,0.0,30907.6,30815.75,31105.5,4037.116199852453,1.0126826445483919,394.5,31105.5,56.0,71.0,31500,0,0
2,2098,32784.0,1.0,29838.4,30383.333333333332,31310.5,4019.5382045426286,1.047060890116734,1473.5,31310.5,54.0,72.0,32784,0,1
2,2270,30748.0,1.0,30911.0,30703.583333333332,31512.5,3981.8026403460367,0.975739785799286,-764.5,31512.5,41.0,73.0,30748,0,1
2,1636,27238.0,0.0,30694.4,30844.666666666668,31512.5,3951.240341124965,0.8643554145180484,-4274.5,31512.5,66.0,74.0,27238,0,0
2,969,29476.0,1.0,30668.8,30750.833333333332,31512.5,3364.3227880544136,0.9353748512495041,-2036.5,31512.5,58.0,75.0,29476,0,1
2,2402,30262.0,0.0,30349.2,30497.583333333332,31512.5,2971.671142266213,0.9603173343911147,-1250.5,31512.5,59.0,76.0,30262,0,0
2,561,31497.0,1.0,30101.6,31037.666666666668,31295.0,2017.1007246375511,1.0064547052244768,202.0,31295.0,61.0,77.0,31497,0,1
2,2082,31422.0,0.0,29844.2,30670.25,31498.5,1849.660881831526,0.9975713129196628,-76.5,31498.5,50.0,78.0,31422,0,0
2,1390,32485.0,0.0,29979.0,30218.25,31459.5,1818.2066897541288,1.0325974665840207,1025.5,31459.5,61.0,79.0,32485,0,0
2,1837,22006.0,0.0,31028.4,30640.25,31498.5,1595.9183493455353,0.6986364430052224,-9492.5,31498.5,65.0,80.0,22006,0,0
2,248,32458.0,0.0,29534.4,29821.5,31498.5,3211.7926043462603,1.0304617680206993,959.5,31498.5,47.0,81.0,32458,0,0
2,562,28936.0,0.0,29973.6,30245.833333333332,31498.5,3277.058376043979,0.9186469196945887,-2562.5,31498.5,59.0,82.0,28936,0,0
2,2162,27870.0,0.0,29461.4,30067.666666666668,31459.5,3141.869641542189,0.8859009202307729,-3589.5,31459.5,62.0,83.0,27870,0,0
2,582,35348.0,0.0,28751.0,29765.166666666668,31459.5,3162.149901570133,1.1236033630540854,3888.5,31459.5,64.0,84.0,35348,0,0
2,84,34289.0,0.0,29323.6,29978.833333333332,31459.5,3569.744435296921,1.089941035299353,2829.5,31459.5,63.0,85.0,34289,0,0
2,1968,34826.0,0.0,31780.2,30273.916666666668,31459.5,3782.972818359186,1.1070106009313563,3366.5,31459.5,55.0,86.0,34826,0,0
2,2175,33186.0,0.0,32253.8,30906.25,31459.5,3999.1212659783146,1.0548800839174177,1726.5,31459.5,62.0,87.0,33186,0,0
2,286,31489.0,0.0,33103.8,31215.416666666668,31459.5,4052.4200506199586,1.0009377135682385,29.5,31459.5,56.0,88.0,31489,0,0
2,2113,29278.0,0.0,33827.6,31317.666666666668,31455.5,4052.731508227232,0.9307752221392125,-2177.5,31455.5,57.0,89.0,29278,0,0
2,872,24302.0,0.0,32613.6,31132.75,31455.5,4074.430272374832,0.7725834909634245,-7153.5,31455.5,62.0,90.0,24302,0,0
2,957,29885.0,0.0,30616.2,30539.416666666668,31455.5,3543.3354280332474,0.95007232439478,-1570.5,31455.5,58.0,91.0,29885,0,0
2,1084,27587.0,0.0,29628.0,30322.75,31455.5,3535.1001698836076,0.8770167379313634,-3868.5,31455.5,58.0,92.0,27587,0,0
2,1191,33601.0,0.0,28508.2,30787.833333333332,31256.0,3644.164894427498,1.0750255950857435,2345.0,31256.0,47.0,93.0,33601,0,0
2,2454,29838.0,0.0,28930.6,30883.083333333332,31256.0,3581.2309010543663,0.9546327105195802,-1418.0,31256.0,65.0,94.0,29838,0,0
2,1801,27997.0,0.0,29042.6,30958.25,31082.0,3316.8550181024057,0.9007464127147545,-3085.0,31082.0,55.0,95.0,27997,0,0
2,1695,28519.0,0.0,29781.6,30968.833333333332,30929.5,3181.4063434623095,0.9220646955172247,-2410.5,30929.5,61.0,96.0,28519,0,0
2,1876,34051.0,0.0,29508.4,30399.75,30766.5,2759.3538212978615,1.1067557245705557,3284.5,30766.5,66.0,97.0,34051,0,0
2,492,34836.0,0.0,30801.2,30379.916666666668,30766.5,2895.5617014090144,1.1322704890058992,4069.5,30766.5,73.0,98.0,34836,0,0
2,1958,27112.0,0.0,31048.2,30380.75,30929.5,3296.7908705958957,0.8765741444252251,-3817.5,30929.5,60.0,99.0,27112,0,0
2,2281,27552.0,0.0,30503.0,29874.583333333332,30929.5,3417.660922001739,0.89080004526423,-3377.5,30929.5,59.0,100.0,27552,0,0
2,1701,23884.0,0.0,30414.0,29546.5,30766.5,2964.038266359671,0.7762988965270667,-6882.5,30766.5,58.0,101.0,23884,0,0
2,2018,33141.0,0.0,29487.0,29097.0,30766.5,3559.565081111268,1.0771780995563356,2374.5,30766.5,49.0,102.0,33141,0,0
2,2132,35306.0,0.0,29305.0,29833.583333333332,30766.5,3660.1867119952594,1.1475468447824744,4539.5,30766.5,53.0,103.0,35306,0,0
2,1580,28824.0,0.0,29399.0,30285.333333333332,30766.5,3877.103191244148,0.9368631466042612,-1942.5,30766.5,52.0,104.0,28824,0,0
2,204,31014.0,0.0,29741.4,30388.416666666668,30505.0,3901.4916748455184,1.0166857892148828,509.0,30505.0,53.0,105.0,31014,0,0
2,337,28675.0,0.0,30433.8,30172.833333333332,30766.5,3834.975574310162,0.9320202167942405,-2091.5,30766.5,69.0,106.0,28675,0,0
2,523,36583.0,1.0,31392.0,30075.916666666668,30505.0,3826.6741071356237,1.1992460252417636,6078.0,30505.0,68.0,107.0,36583,0,1
2,1135,28372.0,0.0,32080.4,30791.416666666668,30505.0,4161.322841223556,0.9300770365513851,-2133.0,30505.0,56.0,108.0,28372,0,0
2,2310,33314.0,0.0,30693.6,30779.166666666668,30505.0,3942.501378848487,1.0920832650385184,2809.0,30505.0,74.0,109.0,33314,0,0
2,1911,23656.0,0.0,31591.6,30717.75,30505.0,3917.3562584421084,0.7754794296017047,-6849.0,30505.0,54.0,110.0,23656,0,0
2,162,35140.0,0.0,30120.0,29786.083333333332,30505.0,4422.671878451356,1.1519423045402393,4635.0,30505.0,61.0,111.0,35140,0,0
2,1657,27994.0,0.0,31413.0,30455.083333333332,30881.0,4029.7650400212888,0.9065120948155824,-2887.0,30881.0,66.0,112.0,27994,0,0
2,1029,31803.0,1.0,29695.2,30491.916666666668,30881.0,4110.9256270469195,1.0298565460963052,922.0,30881.0,59.0,113.0,31803,0,1
2,1074,27613.0,0.0,30381.4,31151.833333333332,30881.0,3832.4257548798864,0.8941744114504064,-3268.0,30881.0,58.0,114.0,27613,0,0
2,2128,31471.0,0.0,29241.2,30691.166666666668,30881.0,3910.915641580058,1.0191055989119524,590.0,30881.0,54.0,115.0,31471,0,0
2,2289,28656.0,0.0,30804.2,30371.583333333332,30881.0,3921.3308526003716,0.9279492244422136,-2225.0,30881.0,57.0,116.0,28656,0,0
2,2443,30837.0,0.0,29507.4,30357.583333333332,30505.0,3922.2974503330174,1.0108834617275857,332.0,30505.0,65.0,117.0,30837,0,0
2,1818,29298.0,0.0,30076.0,30342.833333333332,30792.5,3296.654910663232,0.9514654542502232,-1494.5,30792.5,58.0,118.0,29298,0,0
2,138,30070.0,0.0,29575.0,30394.75,30505.0,3262.24094075768,0.9857400426159646,-435.0,30505.0,54.0,119.0,30070,0,0
2,996,24669.0,0.0,30066.4,29852.0,30505.0,3047.9219806287692,0.8086871004753319,-5836.0,30505.0,61.0,120.0,24669,0,0
2,414,28584.0,0.0,28706.0,29543.416666666668,30166.0,2835.890314835498,0.947556852085129,-1582.0,30166.0,65.0,121.0,28584,0,0
2,1986,28347.0,0.0,28691.6,29149.25,29977.5,2120.1854871685164,0.9456092069051789,-1630.5,29977.5,60.0,122.0,28347,0,0
2,1496,35826.0,1.0,28193.6,29540.166666666668,29861.5,2102.600072925583,1.1997387940994257,5964.5,29861.5,61.0,123.0,35826,0,1
2,1718,23554.0,0.0,29499.2,29597.333333333332,29861.5,2902.5421214285016,0.7887748438624985,-6307.5,29861.5,59.0,124.0,23554,0,0
2,1860,25442.0,0.0,28196.0,29227.333333333332,29861.5,3436.2533472761675,0.8520000669758719,-4419.5,29861.5,64.0,125.0,25442,0,0
2,2460,33926.0,0.0,28350.6,28697.25,29861.5,3508.262977916881,1.1361117157543994,4064.5,29861.5,57.0,126.0,33926,0,0
2,123,30574.0,0.0,29419.0,29223.333333333332,29861.5,3903.1717885728667,1.0238601543793848,712.5,29861.5,72.0,127.0,30574,0,0
2,1775,29369.0,0.0,29864.4,29148.583333333332,29861.5,3890.6987090295806,0.9835071915342498,-492.5,29861.5,51.0,128.0,29369,0,0
2,806,33494.0,1.0,28573.0,29208.0,29603.5,3891.308875772607,1.13142027125171,3890.5,29603.5,60.0,129.0,33494,0,1
2,127,35618.0,0.0,30561.0,29429.416666666668,29603.5,4135.377297041818,1.2031685442599693,6014.5,29603.5,58.0,130.0,35618,0,0
2,2226,31596.0,1.0,32596.2,29956.083333333332,29861.5,4198.888985328275,1.0580848249418147,1734.5,29861.5,55.0,131.0,31596,0,1
2,426,28636.0,0.0,32130.2,30083.25,29861.5,4156.109323767977,0.9589605344674581,-1225.5,29861.5,64.0,132.0,28636,0,0
2,1858,26701.0,0.0,31742.6,30413.833333333332,29861.5,4138.319821430486,0.8941613783634446,-3160.5,29861.5,66.0,133.0,26701,0,0
2,1203,33724.0,0.0,31209.0,30256.916666666668,29861.5,3907.39549515474,1.1293471526882441,3862.5,29861.5,68.0,134.0,33724,0,0
2,1024,34426.0,1.0,31255.0,30705.0,29861.5,3359.9121350945406,1.1528556837399326,4564.5,29861.5,68.0,135.0,34426,0,1
2,843,33304.0,0.0,31016.6,30588.333333333332,29861.5,2906.4875403521382,1.1152822195803962,3442.5,29861.5,57.0,136.0,33304,0,0
2,370,34726.0,0.0,31358.2,31400.833333333332,29861.5,2862.4084963540754,1.1629020645312527,4864.5,29861.5,56.0,137.0,34726,0,0
2,453,28141.0,0.0,32576.2,32174.5,29861.5,2972.8081449475794,0.9423840061617802,-1720.5,29861.5,53.0,138.0,28141,0,0
2,1354,33041.0,0.0,32864.2,31692.416666666668,29603.5,3122.475912192474,1.1161180265846944,3437.5,29603.5,49.0,139.0,33041,0,0
2,1296,26617.0,0.0,32727.6,31898.0,29861.5,3102.2032690045025,0.891348391741875,-3244.5,29861.5,53.0,140.0,26617,0,0
2,998,39184.0,0.0,31165.8,31668.666666666668,29861.5,3235.932522301553,1.3121912830902667,9322.5,29861.5,70.0,141.0,39184,0,0
2,2363,33202.0,0.0,32341.8,32142.833333333332,29954.0,4132.8245385773,1.1084329304934233,3248.0,29954.0,65.0,142.0,33202,0,0
2,1849,31282.0,0.0,32037.0,31941.5,30322.0,3987.973871529251,1.031660180726865,960.0,30322.0,62.0,143.0,31282,0,0
2,1497,32506.0,0.0,32665.2,31915.333333333332,30322.0,3506.563973464622,1.0720269111536178,2184.0,30322.0,60.0,144.0,32506,0,0
2,21,26919.0,0.0,32558.2,32237.833333333332,30705.5,3490.6579274782375,0.8766833303479833,-3786.5,30705.5,49.0,145.0,26919,0,0
2,1533,30916.0,0.0,32618.6,32256.0,30705.5,3852.9976151332125,1.006855449349465,210.5,30705.5,60.0,146.0,30916,0,0
2,767,24423.0,0.0,30965.0,32022.0,30876.5,3829.7062318436674,0.7909899114213075,-6453.5,30876.5,76.0,147.0,24423,0,0
2,76,29671.0,0.0,29209.2,31188.416666666668,30705.5,4271.643983552728,0.9663089674488284,-1034.5,30705.5,61.0,148.0,29671,0,0
2,694,30025.0,0.0,28887.0,30885.666666666668,30322.0,4199.6569291100695,0.9902051315876261,-297.0,30322.0,57.0,149.0,30025,0,0
2,2033,28616.0,0.0,28390.8,30493.916666666668,30322.0,4126.591524625513,0.943737220499967,-1706.0,30322.0,67.0,150.0,28616,0,0
2,973,30998.0,0.0,28730.2,30533.5,30322.0,3964.18598061303,1.0222940439285007,676.0,30322.0,58.0,151.0,30998,0,0
2,621,32473.0,0.0,28746.6,30363.25,30705.5,2633.6139006653534,1.0575629773167674,1767.5,30705.5,60.0,152.0,32473,0,0
2,1756,27168.0,1.0,30356.6,30851.25,30705.5,2539.0907580820694,0.8847926267281107,-3537.5,30705.5,56.0,153.0,27168,0,1
2,445,31470.0,0.0,29856.0,29849.916666666668,30322.0,2601.7246096473095,1.0378602994525428,1148.0,30322.0,54.0,154.0,31470,0,0
2,293,32528.0,1.0,30145.0,29705.583333333332,30705.5,2480.8605339456085,1.0593541873605705,1822.5,30705.5,56.0,155.0,32528,0,1
2,1305,30317.0,0.0,30927.4,29809.416666666668,30705.5,2524.476922717523,0.9873475435996808,-388.5,30705.5,56.0,156.0,30317,0,0
2,2095,28568.0,0.0,30791.2,29627.0,30705.5,2502.8274877292947,0.9303870642067382,-2137.5,30705.5,63.0,157.0,28568,0,0
2,1987,29354.0,0.0,30010.2,29764.416666666668,30445.5,1748.736699576138,0.9641490532262568,-1091.5,30445.5,49.0,158.0,29354,0,0
2,992,34468.0,0.0,30447.4,29634.25,30445.5,1761.8810055669985,1.132121331559672,4022.5,30445.5,76.0,159.0,34468,0,0
2,702,32635.0,0.0,31047.0,30471.333333333332,30445.5,2225.568341894817,1.0719153897948794,2189.5,30445.5,58.0,160.0,32635,0,0
2,1869,29008.0,0.0,31068.4,30718.333333333332,30705.5,2190.8972007934203,0.944716744557164,-1697.5,30705.5,59.0,161.0,29008,0,0
2,2453,33279.0,0.0,30806.6,30633.583333333332,30445.5,2279.4728167324615,1.0930679410750357,2833.5,30445.5,63.0,162.0,33279,0,0
2,326,26612.0,0.0,31748.8,31022.166666666668,30705.5,2358.136941174819,0.866685121558027,-4093.5,30705.5,60.0,163.0,26612,0,0
2,1751,34488.0,0.0,31200.4,30656.666666666668,30445.5,2459.7357333213213,1.1327782430901119,4042.5,30445.5,56.0,164.0,34488,0,0
2,2011,34461.0,1.0,31204.4,30824.583333333332,30705.5,2719.2738021595237,1.1223070785364186,3755.5,30705.5,65.0,165.0,34461,0,1
2,41,35084.0,0.0,31569.6,31432.333333333332,30705.5,2893.175533331268,1.142596603214408,4378.5,30705.5,55.0,166.0,35084,0,0
2,953,35098.0,0.0,32784.8,31733.5,30876.5,3095.3903738731674,1.1367221025699157,4221.5,30876.5,69.0,167.0,35098,0,0
2,1774,29219.0,0.0,33148.6,31947.666666666668,30957.0,3026.843278621034,0.9438576089414349,-1738.0,30957.0,58.0,168.0,29219,0,0
2,1071,28095.0,0.0,33670.0,31856.166666666668,30957.0,3042.440423957934,0.9075491811222017,-2862.0,30957.0,59.0,169.0,28095,0,0
2,724,22865.0,0.0,32391.4,31816.75,30957.0,3230.953435133351,0.7386051619989017,-8092.0,30957.0,61.0,170.0,22865,0,0
2,306,31485.0,0.0,30072.2,31276.0,30957.0,4262.266179966813,1.0170559162709565,528.0,30957.0,69.0,171.0,31485,0,0
2,597,46677.0,0.0,29352.4,31027.416666666668,31140.0,4216.93788851052,1.4989402697495182,15537.0,31140.0,64.0,172.0,46677,0,0
2,201,26703.0,0.0,31668.2,32197.583333333332,31376.0,6504.944515947507,0.8510645079041306,-4673.0,31376.0,61.0,173.0,26703,0,0
2,1923,28160.0,0.0,31165.0,32005.5,31140.0,6495.992238808993,0.9043031470777135,-2980.0,31140.0,59.0,174.0,28160,0,0
2,1973,31028.0,0.0,31178.0,31578.916666666668,31140.0,6579.566129734966,0.9964033397559409,-112.0,31140.0,58.0,175.0,31028,0,0
2,1571,34601.0,0.0,32810.6,31946.916666666668,31155.0,6513.641057213869,1.1106082490771947,3446.0,31155.0,63.0,176.0,34601,0,0
2,673,29485.0,0.0,33433.8,31956.333333333332,31155.0,6485.358611690044,0.9463970470229498,-1670.0,31155.0,53.0,177.0,29485,0,0
2,2356,27066.0,0.0,29995.4,31541.666666666668,31155.0,6370.966014314906,0.8687530091478093,-4089.0,31155.0,65.0,178.0,27066,0,0
2,433,26639.0,0.0,30068.0,30873.5,31155.0,6467.177441168253,0.8550473439255336,-4516.0,31155.0,61.0,179.0,26639,0,0
2,2347,29111.0,0.0,29763.8,30168.583333333332,31013.0,6546.160935150379,0.9386708799535679,-1902.0,31013.0,64.0,180.0,29111,0,0
2,1746,30370.0,1.0,29380.4,30159.583333333332,30957.0,6016.351501440793,0.981038214297251,-587.0,30957.0,51.0,181.0,30370,0,1
2,64,31918.0,0.0,28534.2,30349.166666666668,30643.0,6018.662512921326,1.0416081976307803,1275.0,30643.0,72.0,182.0,31918,0,0
2,183,31552.0,0.0,29020.8,31103.583333333332,30957.0,2556.8640710404957,1.0192202086765514,595.0,30957.0,56.0,183.0,31552,0,0
2,932,26442.0,0.0,29918.0,31109.166666666668,31013.0,2422.0204146309106,0.8526101957243737,-4571.0,31013.0,58.0,184.0,26442,0,0
2,787,32252.0,0.0,29878.6,29422.916666666668,30957.0,2619.376634918231,1.0418322188842588,1295.0,30957.0,64.0,185.0,32252,0,0
2,2489,37793.0,0.0,30506.8,29885.333333333332,30957.0,2709.096003384811,1.220822431114126,6836.0,30957.0,55.0,186.0,37793,0,0
2,533,29122.0,0.0,31991.4,30688.083333333332,30957.0,3414.9284944522956,0.9407242303840812,-1835.0,30957.0,53.0,187.0,29122,0,0
2,188,35205.0,0.0,31432.2,30529.25,30643.0,3426.0262777094335,1.1488757628169566,4562.0,30643.0,62.0,188.0,35205,0,0
2,1226,32140.0,0.0,32162.8,30579.583333333332,30957.0,3556.0789017618204,1.0382142972510255,1183.0,30957.0,63.0,189.0,32140,0,0
2,126,31055.0,0.0,33302.4,30800.833333333332,30957.0,3208.010330060952,1.003165681429079,98.0,30957.0,61.0,190.0,31055,0,0
